,Unnamed: 0,Unnamed: 0.1,username,content,total words per comment,frequency of large words per comment,Simpson,Sichel,Average sentence length per comment,Frequency of used punctuation per comment,Frequency of repeated occurrence of whitespace per comment,Number of grammar mistakes per comment,Uppercase word usage per comment,Ease reading for the content,Gunning Fog value for the content,Label
2736,2736,2736,R.B.C.,"(1) Eine Hysterektomie - insbesondere eine Hysterektomie, bei der auch die Eierstöcke entfernt werden (und um die scheint es nach meinem Eindruck zu gehen, da im Text auch von Osteoporose als Folge die Rede ist) ist ein weitaus extremerer Eingriff in den Körper als eine Nasenkorrektur. (2) Ich hinterfrage auch westliche ""Schönheitsideale"" und denke persönlich, dass wir als Gesellschaft dem Aussehen von Personen deutlich zu viel Bedeutung zu schreiben - das ist aber ein ganz anderes Thema. (3) Unabhängig von Punkt 2 sollte es aber letztendlich jeder Person selbst überlassen sein, ob sie ihre Nase operieren lassen will oder nicht. Damit die Entscheidung für oder gegen eine Operation aber möglich ist, bedarf es einer Vollständigen Aufklärung über Operationsrisiken und Folgen. Eine solche Aufklärung erfolgt sicherlich auch in Deutschland nicht immer in idealer Form. Das Interview führt aber klar an, dass die betroffenen Frauen systematisch nicht vernünftig über die OP aufgeklärt werden. Glauben Sie wirklich, dass junge Frauen sich in so großer Zahl dazu entscheiden würden sich die Gebärmutter entfernen zu lassen, wenn sie z.B. wüssten, dass es sicherere, nebenwirkungsärmere und ziemlich sicher auch deutlich billigere Wege gibt, die Periode ""loszuwerden""? Dies ist nämtlich der Fall - es gibt u.a die Dreimonatsspritze, die zwar auch nicht unbedingt schöne Nebenwirkungen hat, diese Nebenwirkungen sind aber nicht mit denen einer Hysterektomie samt Eierstockentfernung zu vergleichen.",116,10,0.07239721975746823,0.008152173913043478,72.7,18,0,4,28,68.95,11.19,16
2737,2737,2737,R.B.C.,"(Vorläufiges) Scheitern am Schulabschluss ist das Scheitern an einem ""sexy"" Projekt? Okay, es ging hier um das Abitur, das muss nicht jeder machen... aber trotzdem würde ich es nicht als ""sexy"" Projekt beschreiben. Und dann ist da noch die Rede vom Scheitern an einem Abgabetermin, welches dazu führt, das man zunächst kein Einkommen hat. Klingt jetzt auch nicht so sexy für mich. Und man kann in der Situation auch nicht einfach sagen, dass man ein paar Monate Geld mit was anderem verdient oder von jetzt auf gleich den Job wechselt. Ganz zu Schweigen vom Scheitern, bei dem man kaum noch die Wohnung verlässt und irgendwann in der Psychiatrie landet.",50,5,0.06589578695688021,0.009615384615384616,51.16666666666666,12,0,4,17,70.55,9.6,16
2738,2738,2738,R.B.C.,"1. Bei wissenschaftlichen Themen ist es sinnvoll, die eigenen Quellen anzugeben, damit andere Leser sich selbst ein Bild davon machen können, was in diesen Quellen steht und als wie seriös sie zu beurteilen sind. Die Angabe eines Instituts ist dafür nur eingeschränkt hilfreich - nett wäre ein Link. 2. Bei dem von Ihnen genannten Paul Scherrer Institut habe ich auf die Schnelle (Google-Suche nach ""Gletscher"" und ""Paul Scherrer Institut"") zunächst einmal diesen Artikel gefunden: https://www.psi.ch/media/rus… Der geht sehr wohl davon aus, dass die Gletscher durch Menschen gemachte Ursachen - nämlich Klimawandel und Russablagerungen - schmelzen. Ich freue mich aber sehr über Quellen, die andere Ergebnisse berichten. (Und natürlich handelt es sich auch bei dem von mir verlinkten Artikel nicht um eine Publikation in einer Fachzeitschrift...)",151,15,0.07066640652098509,0.009365244536940686,105.88888888888887,18,0,13,37,63.75,13.34,16
2739,2739,2739,R.B.C.,"1. Bildung ist so ziemlich mit das Wichtigste, was ich mir vorstellen kann - und gerade in Grundschulen m.E. schwer durch virtuellen Unterricht zu erreichen. Deshalb sollten wir alles tun, damit Schulen offen bleiben können. Dazu ist u.a. auch eine Maskenpflicht im Klassenraum in weiterführenden Schulen denkbar. 2. In Innenräumen und/oder zwangsläufig mit wenig Abstand zwischen den Zuschauern stattfindende kulturelle Veranstaltungen können nach allem was wir zurzeit wissen potentiell zu Superspreader-Events werden. Da sie für eine Gesellschaft langfristig zwar wichtig sind, kurzfristig aber besser ausgesetzt werden können, als andere Teile des gesellschaftlichen Lebens, sollten sie deshalb zurzeit nicht stattfinden. 3. Demonstranten haben sich an Vorschriften zu halten, die potentiellder Sicherheit anderer Mitglieder der Gesellschaft dienen, auch wenn sie selbst diese Maßnahmen nicht unterstützen. Wenn Sie dazu nicht nachweislich nicht bereit scheinen, ist es nachvollziehbar, wenn Demonstrationen aufgelöst und/oder untersagt werden. 4. Ein Mund-Nasenschutz macht einen Menschen normalerweise nicht unerkennbar - im Gegensatz z.B. zu einer Sturmhaube. 5. (Geld-)Strafen sollten hoch genug sein, damit sie auch Personen mit sicherem/hohem Einkommen ""weh tun"" - ggf. sollten sie nach Einkommen gestaffelt sein. Das sollte im überigen nicht nur bei Verstößen gegen die Corona-Schutzmaßnahmen so sein, sondern z.B. auch bei Verstößen gegen die Verkehrsregeln, die ggf. andere gefährden.",88,13,0.06467721905323202,0.008103727714748784,55.18181818181818,16,0,5,27,60.05,11.7,16
2740,2740,2740,R.B.C.,"1. CO2-Ausstoß muss immer pro Kopf gerechnet werden - sonst ist ein Vergleich zwischen Ländern  völlig sinnlos. Deutschland führt beim pro Kopf Ausstoß die Länderliste zwar nicht an, ist aber doch ziemlich weit vorne dabei: https://de.wikipedia.org/wik… 2. Wenn Sie schon Länder, Kontintente oder ähnliches als Ganzes vergleichen wollen können Sie nicht erst mit dem deutschen Beitrag am weltweiten CO2-Ausstoß kommen und dann sagen, dass Europa ""beileibe nicht den größten Teil des CO2 produziert"". Europa bzw. die EU ist weitaus größer als Deutschland alleine, hat weit mehr Bewohner und produziert deshalb auch weit mehr CO2.",51,10,0.060150818899493336,0.008130081300813009,60.66666666666666,17,0,4,16,50.2,15.32,16
2741,2741,2741,R.B.C.,"6. Wer den Sinn einzelner Maßnahmen anzweifelt, sollte klar sagen, WELCHE Maßnahmen das genau sind und warum er/sie gerade diese anzweifelt. Er/sie sollte belegen, auf welcher Datenlage er/sie das tut und ggf. Alternativvorschläge machen. Genannte Daten und Sachverhalten sollten dabei nach Möglichkeit noch einmal überprüft werden, da wir Menschen leider eine Tendenz haben, diese falsch zu erinnern, wenn sie nicht zu unseren vorgefassten Meinungen passen (s. Maskenpflicht und Infektionszahlen bei unseren östlichen Nachbarn in den Kommentaren von gestern). 7. In Zeiten einer Pandemie gibt es einige Berufe die nur eingeschränkt ausgeübt werden können. Die betroffenen Personen sollten von der Gesellschaft besondere Unterstüzung erfahren. 8. Das höhere Ziel ist, die Infektionsraten und somit das Risiko für einzelne gering zu halten und gleichzeitig eine halbwegs normal funktionierende Gesellschaft zu haben. Bisher scheint dies durchaus machbar.",76,10,0.07036200797772257,0.011627906976744186,85.16666666666667,11,0,7,21,62.0,14.55,16
2742,2742,2742,R.B.C.,"Abgesehen davon, dass das hier kein Wettlauf ist und das wir (= alle Länder) eigentlich möglichst an einem Strick ziehen sollten: Es gibt andere Regierungen, die deutlich zögerlicher gehandelt haben. Ich habe keine Ahnung, wie schlimm das Ganze am Ende für uns aussehen wird - das wird Ihnen keiner sagen können. Aber bei manchen Kommentaren habe ich das Gefühl, dass die Regierung, egal was sie tut, immer kritisiert wird. Ich würde unseren Politkern einfach mal unterstellen, dass sie versuchen, in einer sehr schwierigen Lage versuchen, ihr bestes zu tun. Außerdem wäre es schön, wenn Sie die exakten Maßnahmen, die Sie sich vor vier Wochen auf Bundes- und Landesebene gewünscht hätten, aufführen könnten. Kritik ist okay, aber eine etwas stärkere Differenzierung wäre schön.",59,8,0.06456445658948176,0.012224938875305624,57.57142857142857,15,0,9,18,62.9,14.21,16
2743,2743,2743,R.B.C.,"Abgesehen davon: Die durchschnittliche Pendeldistanz in Deutschland beträgt zurzeit knap 17 km. Es ist also damit zu rechnen, dass eine Menge Menschen unter oder kurz über 10 km weit pendeln. Und ich kann aus eigener Erfahrung sagen, dass man diese Distanz auch als unsportlicher Mensch sehr gut mit dem Fahrrad schafft - oder alternativ auch gerne mit dem Pedelec. Mit passender Kleidung im Winter. Ich habe das ein Jahr lang in Amsterdam gemacht - und es gab exakt einen Tag, an dem ich nicht mit dem Fahrrad gefahren bin. Der Grund war ein starker Sturm.",72,11,0.06490877685415095,0.014830508474576272,66.57142857142857,13,0,5,24,62.7,13.69,16
2744,2744,2744,R.B.C.,"ADHS verschwindet nicht einfach, wenn man erwachsen wird. Ich bin übrigens durchaus kritisch, was Doping (nicht nur) im Leistungssport angeht - ich denke, dass die Doping-Raten dort allgemein sehr hoch sind. Völlig davon ab finde ich es aber unfair, eine einzelne Sportlerin ohne klare Hinweise zu verdächtigen. Und Simone Biles hat unter anderem auch einen deutlich anders gebauten Körper, als er zumindest meiner Laienwahrnehmung nach im Turnen noch vor nicht allzu langer Zeit üblich war.",65,4,0.06946583547243612,0.012345679012345678,80.2,11,0,4,18,73.4,9.51,16
2745,2745,2745,R.B.C.,"Ah ja, Masken als Waffe. Alles klar. Deswegen wurden wir ja auch verpflichtet, in unserem gesamten Alltag Masken zu tragen - und nicht etwa nur beim Einkaufen und in öffentlichen Verkehrsmitteln. Wissen Sie, ich bin mir persönlich tatsächlich nicht sicher, ob die sogenannten ""Alltagsmasken"" wirklich einen messbaren Effekt auf die Verbreitung des Virus haben, insbesondere wenn sich alle an die Abstandsregeln halten (was leider nicht immer der Fall ist). Studien, die unter Laborbedingungen die Verbreitung von Tröpfchen messen etc. sind da auch nur begrenzt aussagekräftig, weil sie z.B. nicht einkalkulieren, dass es eine Reihe von Menschen gibt, die nicht verstanden zu haben scheinen, dass die Maske die Nase bedecken muss und nicht nur den Mund etc. Und selbst wenn man die Maske korrekt über Mund und Nase trägt ist es nicht immer ganz einfach zu vermeiden, das Luft an den Seiten des Stoffs durchkommt. Aber: Davon zu sprechen, dass Masken als ""Waffen"" verwendet werden oder ohne Belege zu behaupten, dass sie keine Wirkung auf das Virus haben klingt schon arg... nun ja, Ihnen fällt sicherlich ein passendes Adjektiv ein.",97,9,0.06473228214174286,0.009287925696594429,80.0,28,0,5,24,52.65,12.67,16
2746,2746,2746,R.B.C.,"Ah ja, und in den USA sieht es so viel besser aus. Antworten Sie doch bitte einmal auf das Test-Disaster in den USA, auf das nun schon mehrfach angesprochen wurde. Oder darauf, wie ein Gesundheitssystem in dem auch die Versicherten einen erheblichen Teil der Kosten selbst tragen müssen dafür sorgen will, dass infizierte Personen gefunden werden. Ich gönne den Amerikanern ganz bestimmt nichts schlechtes - ich habe ein Jahr in den USA gelebt und es war ein wunderbares Jahr. Gerade deshalb finde ich erschreckend, was da gerade passiert.",83,10,0.07051216557441653,0.019083969465648856,86.5,13,0,4,19,72.6,10.82,16
2747,2747,2747,R.B.C.,"Äh, das Wort ""ausrotten"" dürfte doch wohl nur ein Problem sein, wenn es sich auf Lebewesen bezieht? Hier geht es um strukturellen Rassismus! Ausrotten heißt hier nichts anderes als verschwinden lassen. Und natürlich wäre das schön, wenn wir Rassismus ein für alle Mal überwinden könnten. Ich fürchte nur, dass man diesem Ziel zwar näher kommen kann, dass man es aber wahrscheinlich nie ganz erreicht...",98,8,0.07221919196927871,0.011608623548922056,99.66666666666669,12,0,7,37,64.25,11.83,16
2748,2748,2748,R.B.C.,"Äh, nein. Nach drei Wochen sind wir nicht aus dem Gröbsten raus. In drei Wochen haben wir, wenn wir Glück haben, nur noch eine lineare Steigerung der Neuinfektionen oder, wenn wir sehr viel Glück haben, einen leichten Rückgang. Wenn wir dann allerdings das öffentliche Leben wieder hochfahren, sind wir genau da, wo wir vorher waren. Das liegt nicht an der Regierung - das liegt einfach an der Natur des Virus.",94,5,0.07303081654427916,0.010619469026548672,112.2,12,0,6,25,67.6,13.05,16
2749,2749,2749,R.B.C.,"Ähem: https://de.wikipedia.org/wik… Und nein, ich vergleiche Trump nicht mit Hitler. Aber: Leider zeigt die Geschichte, dass eben nicht nur kompetente und von der Persönlichkeit geeignete Politiker in Ämter gewählt werden. Trotz allem ist die Demokratie die beste Staatsform, die es gibt, und es gibt (nicht perfekte, aber vorhandene) Möglichkeiten, sie gegen solche Dinge zu schützen. Und wenn er wiedergewählt worden wäre, hätten die Amerikaner, die ihn nicht gewählt haben und der Rest der Welt damit leben müssen, da eine Nicht-Anerkennung des Wahlergebnisses noch mehr Schaden angerichtet hätte. Das Trump von so vielen Wählern gewählt wurde ist aber nicht automatisch ein Zeichen, dass er als Präsident auch geeignet ist.",65,10,0.061929848183929714,0.01434426229508197,96.8,19,0,6,24,41.15,18.9,16
2750,2750,2750,R.B.C.,"Ähem... Mein Arbeitsleben hat sich bisher weitgehend auf Universitäten beschränkt und während Sie mit W-LAN völlig recht haben, haben sehr, sehr viele Unigebäude keine Lüftungsanlagen. Habe auch man in einem gearbeitet, in dem man nicht vernüftig lüften konnte, weil vor den Fenstern noch sogenannte Prallscheiben angebracht waren, die leider einen viel zu kleinen Lüftungsschlitz gelassen haben.",53,4,0.06484330484330485,0.017094017094017096,87.0,10,0,7,14,56.05,11.39,16
2751,2751,2751,R.B.C.,"Alles, was Sie aufgelistet haben, passiert auch in Deutschland. Auch in Deutschland haben einzelne Schulen geschlossen - und nicht erst seit gestern. Über flächendeckende Schulschließungen wird diskutiert, aber es gibt auch gute Argumente dagegen. Auch in Deutschland gibt es Arbeitgeber, die ihre Angestellten ins Home Office schicken oder ihnen zumindest die Möglichkeit zum Home Office geben - meiner zum Beispiel. Mein Arbeitgeber, eine Universität, hat im übrigen heute alle Klausurtermine und Präsenz-Lehrveranstaltungen abgesagt. Und es wurde hier lang und breit darüber berichtet, dass Großveranstaltungen abgesagt werden - und zwar nicht nur Bundesligaspiele, sondern auch deutlich kleinere Veranstaltungen. Abgesehen davon haben die USA ein Test-Problem. Das ist bekannt - auch innerhalb der USA.",92,9,0.06428100065990762,0.01263823064770932,51.83333333333334,22,0,9,30,66.3,9.88,16
2752,2752,2752,R.B.C.,"Also erstmal: Zehn Tage lang jeden Tag zehn verschiedene Leute treffen ist immernoch besser, als einen Tag lang hundert Leute treffen. Im schlimmsten Fall infizieren Sie sich am ersten Tag und stecken dann jeden Tag weitere Personen an - gibt am Ende genauso viele Infizierte, wie wenn sich auf einmal alle angesteckt hätten. Im besten Fall ist die Person, von der die Infektion ausgeht, erst am letzten Tag dabei. Und ganz davon ab: Egal, welche Maßnahmen ergriffen werden - solange kein kompletter Lock-Down verhängt wird, werden die Leute schon auch mal mitdenken müssen. Z.B. ist es in Corona-Zeiten eben sinnvoll, Treffen mit verschiedenen Gruppen mindestens eine Woche auseinander zu legen. Wenn man sich infiziert hat, hat man es bis zum nächsten Treffen nämlich zumindest sehr wahrscheinlich bemerkt, solange die Infektion nicht völlig symptomlos verläuft. Interessant ist im übrigen, dass sich in einem anderen Kommentar unter diesem Artikel gerade darüber mokiert wurde, dass Herr Söder wohl vor einiger Zeit gesagt hat, dass man sich bei einer beschränkung auf zwei Haushalte wirklich immer nur mit dem gleichen anderen Haushalt treffen soll. Damit hat er in der Sache völlig recht - trotzdem wird auch das hier kritisiert. Sprich: Wie es die Politiker machen, irgendjemand hat immer was zu meckern.",76,12,0.05755150437231363,0.01153846153846154,73.42857142857143,19,0,9,32,56.15,13.5,16
2753,2753,2753,R.B.C.,"Also völlig ab davon, ob Ihre Aussage hier stimmt oder nicht: Warum eigentlich dieser Fokus auf Kirchenchöre? Längst nicht alle Laienchöre sind Kirchenchöre. Und: Eine Menge Chöre sind Jugendchöre - die Kirchengemeinde in meinem Heimatort (ca. 7000 Einwohner, als nicht gerade groß) hat z.B. neben dem regulären Kirchenchor einen, sowie einen Kinderchor. Und neben den Chören der Kirchengemeinde gibt es einen großen Gesangsverein mit mehreren Chören. Ich kann mir beim besten Willen nicht vorstellen, dass hier unterschiedliche Regelungen greifen. (Völlig ab davon und völlig ab von den offiziellen Regelungen: Chorsingen sowie das spielen von Blasinstrumenten in Gruppen ist zumindest bei Laien nicht erst seit Anfang November völlig unangebracht.)",120,11,0.07184036831812254,0.014322916666666666,95.125,16,0,6,33,59.7,13.67,16
2754,2754,2754,R.B.C.,"Also zunächst Mal: Falls Sie es nicht bemerkt haben, dieser Kommentarbereich ist vormoderiert. Soweit ich weiß, war er das auch von Anfang an - zumindest haben meine Kommentare auch vorhin eine Weile gebraucht um zu erscheinen, und das ist ein ziemlich sicheres Indiz dafür. Das heißt auch, dass die ""sehr nervöse"" Zeit den Ursprungskommentar durch ursprünglich durch die Moderation gelassen hat. Zum zweiten: Woher wissen Sie eigentlich, dass niemand den Kommentar gemeldet hat? Nein, ich was es (diesmal) nicht. Aber ja, ich habe schon Kommentare mit derart unseriösen Quellen gemeldet. Und sie sind auch z.T. gelöscht worden, genau mit der Begründung oben. Abgesehen davon: Wie wäre es, wenn Sie und cburkhardt auf die mehrfach angesprochene Kritik an der Quelle, sowie an den aufgeführten Studien eingehen?",116,5,0.06551793227810059,0.011204481792717087,64.0,20,0,9,29,74.8,9.81,16
2755,2755,2755,R.B.C.,"Also zunächst Mal: Ich finde es okay, den Vorschlag ansich zu kritisieren, zumal Kita- und Grundschulkinder eben nicht die Treiber der Pandemie zu sein scheinen. (Bei Jugendlichen sieht das anders aus.) Aber: Mich stört diese pauschale Kritik und die auffällige plötzliche Besorgnis um vereinsamende Kinder. Das Kinder ausgeschlossen werden - von Kindern übrigens - ist üblich. Seit Jahren. Schon immer. Es gab immer beliebt und unbeliebte Kinder. Und während man da bei den gröbsten Auswüchsen einen Riegel vorschieben kann (absichtliches Ausschließen, offenes Signalisieren, dass man ein Kind/einen Jugendlichen nicht mag) sehe ich ehrlich gesagt nicht, wie man das ändern kann. Und ja, das tut weh. Aber es ist halt so. Und bisher hatte ich nicht das Gefühl, dass sich besonders darum gesorgt wird. Ansonsten: Ich wünsche mir einfach mal differenzierte Gegenvorschläge, wie z.B. Einschränkungen der Kontakte in Wohnungen, aber eben nicht draußen, Einschräkungen bei Jugendlichen, aber nicht bei Kindern etc. Davon habe ich hier aber bisher nichts gesehen. Auch das ständige Wiederholen, dass Einschränkungen im privaten Bereich sinnlos sind, solange die Schulen nicht zu sind, ist nicht überzeugend - weil für die Schulen eben Regeln gelten.",50,4,0.07501947040498443,0.024922118380062305,106.33333333333331,9,0,2,16,43.85,15.6,16
2756,2756,2756,R.B.C.,"Artikel nicht gelesen? Es geht nicht in erster Linie darum, dass das Mädchen um das es geht in einem Knabenchor mitsingen will/soll, sondern dass es für die entsprechende Altersstufe keinen Mädchenchor gibt, der seine Mitglieder auf dem gleichen Niveau ausbildet. Und das, obwohl die allermeisten Kinder in Deutschland, die in einem Chor singen, Mädchen sind.",81,14,0.06975248919206885,0.006993006993006993,94.5,19,0,8,26,46.8,14.88,16
2757,2757,2757,R.B.C.,"Auch asymptomatische Personen können andere infizieren. Mal ganz davon ab, dass z.B. in Heimen nicht nur Besucher, sondern auch Pflegekräfte Infektionen  können. Unterm Strich heißt das, dass eine komplette Abschottung der Risikogruppe unrealistisch ist. Deswegen ist auch hier eine Kombination verschiedener Maßnahmen angesagt: Menschen, die besonders gefährdet sind, sollten sich auch besonders schützen bzw. besonders geschützt werden (was übrigens seit Anfang der Pandemie zumindest in Heimen genauso versucht wird, durchzuführen. Gleichzeitig ist es aber auch sinnvoll, die Infektionszahlen in der Bevölkerung niedrig zu halten - übrigens auch in Anbetracht der Tatsache, dass wir noch nicht wirklich einschätzen können, was für langfristige Folgen auch mildere Covid-Erkrankungen eventuell haben.",64,16,0.051275899672846216,0.02095238095238095,130.5,38,0,14,22,40.6,18.03,16
2758,2758,2758,R.B.C.,"Auch bei einem illegalen Autorennen kommt in den meisten Fällen erstmal niemand zu schade - dass das Ganze ein Straftatbestand ist, liegt alleine daran, dass Menschen zu Schade kommen könnten, und dass der Schaden, wenn er zustande kommt, sehr hoch ist. Aber jemand anderes unten hat ein anderen Beispiel genannt: Wie ist es mit jemanden, der mit 80 Stundenkilometern durch die Spielstraße oder meinetwagen auch morgens um 8 Uhrdurch die  30-Zone an einer Grundschule fährt.",125,14,0.0675496772043031,0.012531328320802004,87.77777777777777,21,0,7,42,62.65,13.56,16
2759,2759,2759,R.B.C.,"Auch bei Ihnen: Schön, dass Sie so vernünftig sind und ihre privaten Treffen auch kleine Gruppen beschränkt haben. Es ist aber nun mal so, dass dies bisher nicht bei allen Menschen so war. In meiner weiteren Familie wurde dieses Jahr z.B. noch eine Hochzeit gefeiert - und zwar nicht im kleinsten Kreis und mit Umarmung des Brautpaars etc. Offensichtlich kann man also nicht davon ausgehen, dass alle Menschen ohne feste Regel auf solche Feiern verzichten.",72,13,0.05901799414144233,0.011194029850746268,106.4,28,0,9,21,33.45,18.49,16
2760,2760,2760,R.B.C.,"Auch bei Pedelecs muss man treten. Und falls die von Ihnen beobachteten Übergewichtigen wirklich Bewegungsmangel haben bzw. sich schon länger nicht mehr bewegt haben (Tipp: Sie können am Gewicht der Leute nicht wirklich sicher feststellen, wie viel sie sich bewegen) ist es doch super, wenn sie sich einen Weg gesucht haben, sich wieder mehr zu bewegen - und sei es mit dem Pedelec.",58,7,0.0667039612136711,0.01288659793814433,76.8,14,0,9,16,57.45,12.28,16
2761,2761,2761,R.B.C.,"Auch bzgl. des BBC-Artikels würde ich behaupten, dass es (bei den meisten Menschen) nicht so sehr darum geht, dass es anderen gut geht, sondern eher darum, dass auch depressive Menschen wissen, dass der Frühling normalerweise dazu führen ""sollte"", dass man sich besser fühlt. Eine ganz, ganz typische Grübelschleife bei Depressionen ist, dass man sich fragt, was mit einem verkehrt ist, weil man auf einen eigentlich positiven Stimulus nicht mit positiver Stimmung reagiert. Da geht's aber wieder nicht direkt darum, dass es anderen gut geht.",93,11,0.06285340275488059,0.017241379310344827,158.75,32,0,9,30,43.7,18.85,16
2762,2762,2762,R.B.C.,"Auch hier nochmal: Freikirchen sind nicht alle gleich - und im übrigen auch nicht alle wissenschaftsfeindlich. Ich weiß nicht, warum es in dem im Artikel besprochenen Fall zu einer Verbreitung in der Gemeinde gekommen ist - da muss sicherlich nachgehakt werden. Aber es wäre ein Zeichen gegenüber den Betroffenen, sich zumindest minimal darüber zu informieren, um was für eine Glaubensgemeinschaft es sich eigentlich handelt: https://www.mennonews.de/arc…",60,6,0.06656174175355763,0.015345268542199487,129.66666666666666,9,0,5,19,60.55,14.67,16
2763,2763,2763,R.B.C.,"Auch hier: Versuchen Sie mal, Ökokleidung in großen Größen zu finden - egal ob online oder im Laden. Das war bis vor kurzem quasi unmöglich - inzwischen haben einige auf große Größen spezialisierte Anbieter auch entsprechende Linien im Angebot. Bei den bekannten und etablierten Anbietern für Ökomode (bei denen ich persönlich deutlich lieber kaufen würde, weil die Standards in der Regel höher sind) werden sie bis heute in aller Regel nicht fündig.",61,4,0.07450980392156861,0.02666666666666667,74.2,12,0,5,21,74.2,9.47,16
2764,2764,2764,R.B.C.,"Auf welchen Planeten leben Sie, wenn Sie glauben, dass Menschen mit einem kulturellen Hintergrund, in dem ""Großhochzeiten"" üblich sind von den Behörden bevorzugt behandelt werden? Das war es doch, was Sie mit Ihrem Kommentar ausdrücken wollten, oder? Übrigens: Ich war in meinem Leben noch nicht auf vielen Hochzeiten, aber die die ich besucht habe hatten alle deutlich mehr als 25 Gäste. Und ich komme ursprünglich aus einem nordeutschen Dorf.",82,5,0.06860356138706654,0.018556701030927842,80.0,25,0,17,17,75.85,9.97,16
2765,2765,2765,R.B.C.,"Aus dem von Ihnen verlinkten Artikel: ""The UK should not be trying to create herd immunity, that will take care of itself. Policy should be directed at slowing the outbreak to a (more) manageable rate."" Das ist genau DAS was unsere Regierung seit Tagen propagiert. Siehe auch: https://www.youtube.com/watc… Das Problem ist, dass man das Virus ohne Impfstoff nicht wirklich stoppen kann, man kann die Verbreitung nur verlangsamen. Und genau darum geht es. Im ursprünglichen Plan der britischen Regierung war eine Verlangsamung aber nicht wirklich vorgesehen.",82,7,0.06925996204933588,0.011363636363636364,65.125,21,0,7,28,70.25,9.49,16
2766,2766,2766,R.B.C.,"Aus eigener Erfahrung kann ich sagen: Es mag den Eltern (teilweise) sicherlich um die Gesundheit gehen. Aber diese Art von Kommntaren etc. den Kindern gegenüber führt in aller Regel nicht zu gesünderem Verhalten. Völlig ab davon: Eltern sind nicht für dass Ess- und Bewegungsverhalten ihrer erwachsenen Kinder verantwortlich und sollten es auch nicht kommentieren. Und bei minderjährigen Kindern gibt es bei weitem produktivere Wege, gesundes Verhalten zu fördern. Ein Beispiel: Ich bin seit meiner Kindheit übergewichtig - inzwischen stark übergewichtig. Ich habe jahrelang geglaubt, dass ich gar keine guten sportlichen Leistungen bringen kann, weil ich ja ""fett"" bin. Das wurde mir so auch von meinem Umfeld (nicht nur Eltern, sondern auch Lehrern etc.) vermittelt. Nun habe ich tatsächlich keine besonders große Bewegungsintelligenz - d.h. es fällt mir z.B. schwer, neue Bewegungen zu lernen etc. Aber: Ich baue recht schnell Ausdauerleistung auf. Seit dem ich erkannt habe, dass ich im Sport auch mit hohem Gewicht ein Stück weit Leistung bringen kann und nicht automatisch immer bei allem die Schlechteste bin, macht mir Sport - oh Wunder - deutlich mehr Spaß. Gleichzeitig habe auch aufgehört, Sport und Bewegung hauptsächlich oder sogar nur als Wege zum Abnehmen zu sehen, oder sogar als eine Art der Bestrafung dafür, dass ich dick bin.",56,3,0.061597396433656526,0.02325581395348837,56.5,12,0,2,19,77.1,10.15,16
2767,2767,2767,R.B.C.,"Außerdem ist das Virus ein anderes. An dem aktuellen Corona-Virus erkranken z.B. vor allem ältere Leute schwer, Kinder sind untypischer Weise für eine Infektionskrankheit nur wenig betroffen. Die spanische Grippe war auf andere Art und Weise untypisch, weil es nicht nur bei Kindern und Alten, sondern auch bei Menschen zwischen 20 und 40 viele schwere Verläufe und Todesfälle gab. Natürlich kann und sollte man sich die Daten trotzdem anschauen, eine 1:1-Übertragung aller Schlussfolgerungen ist aber nicht möglich.",96,9,0.0665768639962188,0.012288786482334871,107.66666666666669,19,0,8,28,58.7,14.73,16
2768,2768,2768,R.B.C.,"Außerdem sind auch (relativ) Reiche keine homogene Gruppe. Zwei Menschen mit dem gleichen Vermögen und/oder Einkommen können sehr unterschiedlich zum Klimawandel beitragen. Tatsächlich würde ich vermuten, dass sich Menschen mit relativ hohem Vermögen und/oder Einkommen hier stärker Unterscheiden - schlichtweg, weil sie deutlich mehr Entscheidungsmöglichkeiten haben, ob und was sie konsumieren. Und schließlich gilt das, was ""Kein Einstein"", gesagt hat: Wähler*innen der Grünen scheinen insgesamt eher gewillt, Gesetzgebung zuzulassen, die ihren Kosum bestimmter klimaschädlicher Produkte einschränkt. Im Übrigen will ich damit nicht die Ungleichheit in der deutschen und noch mehr in der globalen Gesellschaft kleinreden. Und ich will auch nicht sagen, dass sich Wähler*innen der Grünen immer verantwortungsbewusst bzgl. des Klimas verhalten. Ich bin Grünenwählerin (wie Sie sich wahrscheinlich inzwischen denken können) und ich habe eindeutig meine ""blinden Flecke"" (auch wenn ich in den letzten 18 Jahren nicht mehr geflogen bin und auch kein Auto habe). Außerdem wählen ziemlich sicher relativ viele meiner Kolleg*innen die Grünen (ich bin Sozialwissenschaftlerin) und überlegen sich trotzdem selten, ob sie vielleicht auf die eine oder andere internationale Konferenz gar nicht reisen oder, wenn es möglich ist, den Zug nehmen. Und trotzdem: Eine etwas differenziertere Argumentation Ihrerseits wäre sinnvoll.",51,3,0.06739789585071528,0.01910828025477707,77.75,12,0,7,20,67.75,12.18,16
