,total words per comment,frequency of large words per comment,Simpson,Sichel,Average sentence length per comment,Frequency of used punctuation per comment,Frequency of repeated occurrence of whitespace per comment,Number of grammar mistakes per comment,Uppercase word usage per comment,Ease reading for the content,Gunning Fog value for the content
3141,78,17,0.06792922766042435,0.017123287671232876,116.0,14,0,2,25,47.4,15.98
3142,74,12,0.06193196031018093,0.0111731843575419,106.6,13,0,2,18,48.2,13.49
3143,64,5,0.06349442853950045,0.01152073732718894,86.0,11,0,0,20,61.9,13.25
3144,76,11,0.06977811043774293,0.008016032064128256,124.0,10,0,3,25,50.05,14.45
3145,103,10,0.06859758113941294,0.002967359050445104,111.5,21,0,9,27,54.5,16.0
3146,183,19,0.06715881442158814,0.0072992700729927005,153.25,38,0,10,52,52.1,16.55
3147,165,24,0.06689242516014168,0.0034965034965034965,142.125,35,1,16,40,48.45,16.26
3148,148,22,0.06559164820906542,0.009970089730807577,250.0,17,0,6,46,32.35,23.37
3149,78,7,0.06855244099855158,0.018556701030927835,68.42857142857143,16,1,3,25,65.15,13.43
3150,72,10,0.06887560637560639,0.018711018711018712,119.5,14,0,3,19,56.7,14.98
3151,70,6,0.06883779152686714,0.020361990950226245,109.75,8,0,2,20,57.2,13.86
3152,63,4,0.06704540006711732,0.004889975550122249,135.66666666666666,9,0,1,16,59.55,14.75
3153,62,14,0.06759694978956034,0.015748031496062992,101.0,17,0,4,19,24.1,17.81
3154,112,22,0.06625455829374997,0.008215962441314555,120.85714285714286,23,0,6,27,29.9,20.15
3155,136,26,0.0673944212721585,0.007291666666666667,119.125,16,0,1,39,46.0,16.8
3156,67,3,0.0690100375935091,0.010050251256281407,132.0,9,0,3,18,64.1,14.89
3157,100,12,0.06613544096052518,0.004405286343612335,169.5,19,0,4,27,49.7,17.6
3158,94,13,0.06378352829965733,0.009216589861751152,92.14285714285714,23,0,3,28,57.05,11.95
3159,75,9,0.06487855416139059,0.009784735812133072,50.2,17,0,2,22,50.8,13.65
3160,65,7,0.06430267881800605,0.023474178403755867,84.4,11,0,5,23,67.55,12.58
3161,83,14,0.06579274913270305,0.0065040650406504065,153.0,11,0,0,23,36.35,19.4
3162,76,10,0.07104491118473866,0.01717557251908397,130.25,6,0,2,20,49.85,17.07
3163,58,11,0.06638389322474833,0.009501187648456057,104.5,6,0,1,16,48.5,15.46
3164,87,6,0.06776345042240996,0.015384615384615385,85.83333333333333,14,0,5,25,69.0,10.64
3165,70,9,0.06623262802053337,0.01020408163265306,97.0,12,1,1,20,51.35,17.29
3166,160,13,0.06454404820885114,0.006030150753768844,82.0,24,0,6,50,73.1,10.82
3167,70,2,0.07795414462081128,0.012315270935960592,202.5,5,4,11,16,52.4,17.72
3168,106,6,0.06469598198411759,0.009230769230769232,80.375,19,0,7,24,71.5,11.73
3169,166,21,0.06151448837053659,0.006354249404289118,139.0,59,1,11,70,40.95,15.62
3170,63,8,0.06605222734254991,0.02528735632183908,144.33333333333334,11,0,2,26,47.85,18.56
3171,75,7,0.06838189450933123,0.012219959266802444,122.0,12,0,4,20,49.7,16.4
3172,69,5,0.0674451500285912,0.026845637583892617,111.0,12,0,3,20,52.05,15.68
3173,102,19,0.06101623173469765,0.007425742574257425,133.83333333333334,24,0,3,50,34.5,17.81
3174,125,18,0.05992104498721386,0.008724100327153763,182.6,32,0,5,45,26.35,22.08
3175,191,27,0.06850779191304633,0.005979073243647235,94.64285714285714,43,0,9,48,44.0,15.18
3176,57,9,0.06296552678942269,0.012875536480686695,154.66666666666666,17,0,5,18,12.1,21.18
3177,119,11,0.06739896656742977,0.00522875816993464,94.75,20,0,6,31,58.0,13.86
3178,116,16,0.06380007651527572,0.012850467289719626,121.42857142857143,34,0,5,33,38.35,16.37
3179,52,5,0.05750109811124866,0.028391167192429023,105.0,15,0,5,12,52.85,14.73
3180,146,16,0.06869117150416551,0.003051881993896236,108.33333333333333,29,0,5,53,52.75,15.54
3181,82,11,0.06424348009713864,0.00974025974025974,122.4,22,0,5,25,29.85,21.65
3182,57,4,0.06107954545454544,0.007792207792207792,63.333333333333336,14,0,1,14,60.4,14.14
3183,91,15,0.06263763151455835,0.007451564828614009,223.0,24,0,3,27,12.65,27.69
3184,210,23,0.0653068518329419,0.005,99.07142857142857,52,0,14,71,44.7,14.68
3185,53,6,0.0561110628061328,0.026881720430107527,73.6,15,0,2,15,64.1,12.54
3186,55,6,0.06304592233849347,0.01876675603217158,123.66666666666667,7,0,0,17,50.55,17.5
3187,59,3,0.06029990784954343,0.031791907514450865,68.4,23,0,4,20,73.25,11.81
3188,123,10,0.06654184869287844,0.013157894736842105,125.83333333333333,22,0,5,36,55.95,16.02
3189,59,2,0.06073829605182741,0.014814814814814815,134.33333333333334,22,0,5,21,55.0,16.02
3190,90,9,0.06328985766184264,0.015517241379310345,82.0,12,0,6,27,73.5,11.38
3191,59,2,0.07164436181701367,0.005221932114882507,95.0,7,0,1,15,65.75,12.02
3192,98,21,0.06610655071521457,0.007802340702210663,769.0,30,0,19,24,-52.56,53.49
3193,51,7,0.06816878798302947,0.018518518518518517,107.33333333333333,6,0,5,8,46.7,17.95
3194,71,14,0.063563754951263,0.011385199240986717,131.0,11,0,2,16,51.05,18.39
3195,104,15,0.0709923520679482,0.00684931506849315,145.2,20,0,14,30,48.05,15.63
3196,72,7,0.06178925918622231,0.010822510822510822,114.75,13,0,7,16,51.7,17.32
3197,50,9,0.06734307359307358,0.012987012987012988,127.66666666666667,8,0,4,14,28.75,20.28
3198,215,29,0.06965695403800218,0.0047879616963064295,161.55555555555554,35,1,15,52,42.35,19.28
3199,87,15,0.07118266700128052,0.007168458781362007,278.5,9,0,6,19,27.85,25.18
3200,125,22,0.06733291878380086,0.010011123470522803,179.0,25,1,15,29,32.0,20.46
3201,79,8,0.06478846309410877,0.011494252873563218,103.6,11,0,5,17,55.2,17.03
3202,61,11,0.06404998236509296,0.020179372197309416,110.75,8,0,2,20,37.45,20.08
3203,52,8,0.06650751969443781,0.016901408450704224,88.0,9,0,3,11,56.05,14.53
3204,62,4,0.06230962020435705,0.021929824561403508,227.5,17,1,10,23,37.15,16.67
3205,135,15,0.06859199952682193,0.006952491309385863,122.42857142857143,22,0,8,30,58.35,14.59
3206,173,24,0.06800788341163908,0.006050129645635264,143.75,29,0,12,38,39.1,19.38
3207,66,4,0.07128467189150677,0.01485148514851485,100.25,10,0,5,11,58.9,15.21
3208,52,7,0.06603787708660827,0.02459016393442623,366.0,9,0,7,17,12.0,28.24
3209,50,2,0.06495644911108459,0.02413793103448276,96.0,11,0,3,8,65.25,9.6
3210,76,8,0.07482495369742964,0.006369426751592357,117.0,9,0,4,17,55.9,15.52
3211,201,42,0.0652628274716507,0.005280528052805281,757.0,32,0,26,53,-42.36,50.05
3212,63,12,0.06719217019281488,0.017660044150110375,90.0,10,1,3,14,42.0,19.19
3213,51,2,0.06454983456202472,0.015527950310559006,63.6,8,0,3,12,68.05,11.4
3214,66,10,0.06783213624248995,0.010615711252653927,235.0,7,0,5,16,41.0,19.1
3215,76,11,0.06847220560275484,0.012750455373406194,549.0,20,1,14,17,-5.16,35.55
3216,95,21,0.07044849819416292,0.008658008658008658,230.33333333333334,12,0,9,21,31.3,23.21
3217,108,15,0.07069269124543552,0.010884353741496598,183.0,11,0,3,23,47.9,18.2
3218,55,11,0.069221581762476,0.02544529262086514,196.0,5,0,4,16,30.15,20.43
3219,68,13,0.06837169650468883,0.008695652173913044,152.66666666666666,7,0,3,15,41.3,17.3
3220,52,10,0.0648502182748758,0.0273972602739726,182.0,10,0,4,15,32.65,22.86
3221,56,8,0.06841478975211826,0.0213903743315508,92.75,7,0,4,13,50.85,16.83
3222,150,24,0.06711373408537176,0.008234217749313814,155.28571428571428,21,1,7,41,32.65,21.23
3223,116,22,0.06444963487217008,0.00974025974025974,461.5,27,1,16,34,22.3,22.63
3224,130,21,0.06636921499017716,0.0055617352614015575,224.0,16,0,5,27,36.85,21.86
3225,75,10,0.06606825572429517,0.012269938650306749,97.0,14,0,11,17,62.05,14.43
3226,89,13,0.0644477011351499,0.009448818897637795,158.0,18,0,10,24,46.85,16.98
3227,99,14,0.06290157314206497,0.0113314447592068,140.4,24,0,8,30,24.85,22.4
3228,109,16,0.0647031098007361,0.012919896640826873,192.75,16,0,8,29,36.5,20.41
3229,55,12,0.0628301886792453,0.007058823529411765,84.2,15,1,10,16,39.15,19.79
3230,56,10,0.06341055941822471,0.007425742574257425,100.25,11,0,5,16,44.3,18.91
3231,56,7,0.06847149491157001,0.014326647564469915,115.66666666666667,16,0,6,15,57.4,16.15
3232,77,8,0.07286841116814824,0.0,162.66666666666666,5,0,1,16,49.4,19.59
3233,86,11,0.0660298241476007,0.0108499095840868,78.14285714285714,16,0,5,22,62.6,14.25
3234,87,11,0.07385111219821013,0.013559322033898305,117.2,11,0,3,25,47.35,17.9
3235,51,7,0.056915472899388454,0.02601156069364162,114.66666666666667,10,0,3,18,57.7,13.86
3236,105,19,0.07014861898139102,0.008298755186721992,180.0,18,0,10,22,43.55,21.21
3237,199,28,0.06588390857848817,0.008333333333333333,109.84615384615384,45,0,6,67,46.5,14.28
3238,105,14,0.07049521092317101,0.008559201141226819,116.0,15,0,7,25,48.45,16.0
3239,54,9,0.06033890542706663,0.007556675062972292,98.5,15,0,6,14,45.7,18.46
3240,66,12,0.06734423586318093,0.006564551422319475,151.66666666666666,11,1,4,15,42.3,17.96
3241,77,8,0.07286841116814824,0.0,162.66666666666666,5,0,1,16,49.4,19.59
3242,55,12,0.0628301886792453,0.007058823529411765,84.2,15,1,10,16,39.15,19.79
3243,56,10,0.06341055941822471,0.007425742574257425,100.25,11,0,5,16,44.3,18.91
3244,55,11,0.069221581762476,0.02544529262086514,196.0,5,0,4,16,30.15,20.43
3245,57,18,0.06363007060778068,0.017167381974248927,115.75,12,0,4,18,25.8,19.34
3246,101,19,0.06473388376408575,0.006925207756232687,89.375,22,0,12,36,48.9,16.15
3247,58,7,0.06204237420158903,0.017811704834605598,77.8,11,0,4,13,49.85,18.13
3248,60,11,0.06524419344575247,0.0200445434298441,111.5,8,0,3,16,43.0,20.67
3249,153,25,0.06747350934156401,0.0067178502879078695,114.88888888888889,20,0,11,40,47.45,18.96
3250,51,8,0.06756669256669255,0.017045454545454544,175.5,7,0,4,7,38.5,22.04
3251,70,8,0.06870672797420854,0.008385744234800839,78.66666666666667,14,0,4,13,55.05,14.22
3252,57,8,0.06581019770093327,0.007263922518159807,102.5,5,0,1,16,54.55,16.25
3253,53,8,0.06970409982174688,0.013333333333333334,124.33333333333333,12,0,6,20,26.3,21.2
3254,175,28,0.06799378492416465,0.00590717299578059,168.42857142857142,21,0,9,36,40.15,20.32
3255,99,16,0.06816279556392552,0.007704160246533128,161.5,11,1,5,24,36.55,24.47
3256,212,33,0.06539082302476226,0.0033579583613163196,98.33333333333333,47,0,14,57,47.1,16.79
3257,189,37,0.06712641684015729,0.004857737682165163,159.22222222222223,31,0,22,63,36.15,18.56
3258,71,11,0.06492537313432835,0.011194029850746268,178.0,18,0,12,16,33.45,17.37
3259,63,10,0.06764777073147116,0.017582417582417582,227.0,14,0,9,12,5.85,31.55
3260,54,9,0.06033890542706663,0.007556675062972292,98.5,15,0,6,14,45.7,18.46
3261,66,12,0.06734423586318093,0.006564551422319475,151.66666666666666,11,1,4,15,42.3,17.96
3262,54,5,0.06419065304859176,0.019444444444444445,119.33333333333333,12,0,4,14,42.35,18.15
3263,114,28,0.06533506198849365,0.010452961672473868,430.0,15,0,10,28,14.0,26.71
3264,59,7,0.07141189835203311,0.008356545961002786,50.42857142857143,13,0,4,15,63.3,11.58
3265,101,5,0.06822160527665296,0.02058319039451115,96.33333333333333,18,0,2,24,72.05,13.23
3266,66,9,0.06249001278363695,0.011160714285714286,111.25,21,0,8,20,52.35,15.08
3267,63,9,0.06535690339608986,0.020737327188940093,144.0,16,0,6,19,47.85,16.65
3268,75,4,0.06717329105388806,0.019189765458422176,116.5,12,0,2,23,55.9,14.99
3269,55,10,0.05386548410938656,0.004434589800443459,89.4,33,0,4,15,31.65,13.52
3270,62,2,0.07064547622477234,0.014124293785310734,70.0,13,0,3,16,79.85,6.9
3271,147,21,0.06273440674379892,0.006769825918762089,114.0,41,2,9,37,50.45,15.8
3272,53,11,0.05827442939621217,0.016241299303944315,107.0,26,0,7,21,39.45,17.65
3273,93,12,0.06876116513162818,0.006535947712418301,101.16666666666667,20,0,6,27,59.2,12.65
3274,104,8,0.06459909169667798,0.004178272980501393,88.875,26,0,2,36,55.95,12.54
3275,157,13,0.06931642761866226,0.007238883143743537,79.75,36,0,7,39,72.1,10.31
3276,65,10,0.06369552356537174,0.012987012987012988,114.75,15,1,3,25,47.15,18.53
3277,51,9,0.0647179221078728,0.010723860589812333,123.66666666666667,9,0,3,18,46.0,17.0
3278,99,11,0.06604267251167521,0.01098901098901099,126.6,22,0,7,21,60.95,13.96
3279,83,13,0.06792986870036953,0.009041591320072333,109.8,18,0,2,24,58.1,13.87
3280,56,9,0.06423327451364834,0.009324009324009324,142.33333333333334,13,0,2,17,32.6,21.77
3281,55,5,0.0639832708798226,0.010582010582010581,125.33333333333333,16,0,4,16,55.05,14.97
3282,105,17,0.0651811292624795,0.012919896640826873,109.71428571428571,23,0,0,41,42.15,18.57
3283,107,9,0.06043027276219745,0.01167883211678832,75.22222222222223,33,0,1,29,53.7,13.73
3284,51,9,0.07542482361124914,0.02586206896551724,173.5,9,0,3,18,51.85,14.64
3285,82,8,0.0719441446303292,0.011009174311926606,135.5,19,0,5,26,48.55,18.98
3286,100,14,0.06618434498262823,0.008571428571428572,115.83333333333333,18,0,4,35,52.15,13.88
3287,59,8,0.06546880570409981,0.008,74.2,12,0,2,16,74.6,12.18
3288,81,5,0.06403438087563794,0.009784735812133072,84.33333333333333,18,0,4,22,64.35,10.43
3289,90,12,0.06471616602281724,0.008143322475570033,122.0,17,0,2,26,56.7,12.98
3290,67,7,0.06694797710445605,0.013245033112582781,112.5,13,0,2,21,55.45,12.52
3291,51,6,0.06737810168315116,0.0058823529411764705,84.25,9,0,0,14,63.55,13.07
3292,127,21,0.0625361059293889,0.012401352874859075,125.85714285714286,25,0,3,43,50.75,15.11
3293,104,22,0.06371743458874338,0.008284023668639054,140.0,30,0,6,27,24.85,20.28
3294,58,4,0.06124654400516469,0.026455026455026454,93.75,12,0,4,21,66.05,11.32
3295,60,7,0.062427548585066474,0.009523809523809525,83.2,22,0,4,15,68.55,9.47
3296,78,13,0.06864239308732545,0.0017953321364452424,185.0,19,0,6,26,43.15,15.47
3297,90,20,0.06447072846467702,0.009077155824508321,164.5,17,0,1,27,41.0,18.8
3298,67,10,0.07037154484435282,0.010482180293501049,118.5,11,0,2,20,46.2,12.69
3299,235,19,0.06602319549685291,0.006064690026954178,86.3529411764706,49,0,4,68,71.7,11.16
3300,115,16,0.06576642916849099,0.01287001287001287,110.14285714285714,21,0,5,34,54.45,12.72
3301,94,6,0.06845687349381639,0.008130081300813009,67.44444444444444,23,0,5,31,63.1,11.95
3302,60,9,0.05970198026272793,0.011655011655011656,52.75,14,0,0,21,60.25,11.44
3303,166,23,0.06711824573814235,0.004299226139294927,104.81818181818181,32,0,6,49,52.25,14.59
3304,57,1,0.07655213984327909,0.022151898734177215,157.5,8,0,2,19,69.6,12.1
3305,74,8,0.07246798090305302,0.020964360587002098,67.28571428571429,17,0,2,21,62.4,10.87
3306,96,7,0.06703691980086904,0.011864406779661017,58.1,19,0,0,28,75.7,9.7
3307,153,14,0.06820512504341433,0.010131712259371834,140.14285714285714,39,0,4,36,58.85,15.52
3308,61,6,0.0700518795467061,0.021505376344086023,61.166666666666664,12,0,1,17,74.2,10.78
3309,85,8,0.058875219683655534,0.01054481546572935,70.25,28,0,4,28,58.45,10.43
3310,70,9,0.06914684532804571,0.010438413361169102,79.0,14,0,1,22,63.0,10.39
3311,81,13,0.05892763543304659,0.021052631578947368,94.16666666666667,23,0,8,28,36.7,21.15
3312,98,11,0.06856747651875156,0.013432835820895522,94.85714285714286,17,0,3,39,54.85,12.13
3313,60,6,0.073599168865255,0.013054830287206266,95.0,10,0,0,15,65.55,10.0
3314,80,11,0.06299122690163092,0.014234875444839857,79.42857142857143,16,0,0,30,52.85,15.4
3315,83,7,0.07253400343025809,0.014571948998178506,90.66666666666667,19,0,1,33,60.9,13.23
3316,69,1,0.0679905568671018,0.015789473684210527,75.2,15,0,3,19,86.6,6.92
3317,62,13,0.0637844611528822,0.010964912280701754,113.25,9,0,0,22,47.5,15.88
3318,197,24,0.06800007689054627,0.007304601899196494,96.85714285714286,36,0,9,67,52.45,14.28
3319,70,8,0.06282473931271725,0.019027484143763214,93.8,22,0,4,20,57.2,13.86
3320,97,15,0.05749980473005472,0.014326647564469915,348.5,28,0,6,41,24.85,21.99
3321,121,10,0.06242630318827514,0.01277139208173691,86.11111111111111,34,0,8,39,65.55,12.0
3322,114,14,0.06375037042174485,0.010037641154328732,113.0,24,1,9,35,52.55,14.94
3323,55,5,0.0656575475628385,0.021052631578947368,126.0,22,0,5,13,56.4,13.14
3324,97,5,0.06370592758027313,0.008726003490401396,81.0,19,0,2,30,70.2,11.43
3325,154,20,0.06608152226878473,0.007049345417925478,98.4,35,0,7,38,56.1,14.69
3326,80,8,0.0683631971624266,0.015625,72.28571428571429,16,0,0,23,70.4,10.9
3327,71,8,0.058809554113105074,0.0102880658436214,96.4,17,0,1,17,62.9,13.17
3328,116,17,0.06587455969717679,0.007246376811594203,117.42857142857143,17,0,4,34,40.0,17.9
3329,66,10,0.06907038478389735,0.004140786749482402,160.33333333333334,11,0,0,20,41.0,18.5
3330,72,11,0.06660049917533899,0.011450381679389313,130.25,10,0,0,21,45.0,16.64
3331,112,23,0.06781882218035874,0.011876484560570071,104.375,23,0,7,32,43.15,15.24
3332,54,4,0.0666208003669304,0.009259259259259259,64.0,14,0,7,14,72.9,9.1
3333,72,6,0.06877200248498656,0.011363636363636364,109.25,16,0,1,17,77.85,9.65
3334,61,6,0.07573464168276008,0.007653061224489796,130.0,17,0,6,16,49.15,15.34
3335,128,11,0.06870936972631889,0.004842615012106538,102.375,22,0,2,43,64.55,12.65
3336,126,13,0.06489165346549043,0.018072289156626505,102.75,31,1,2,31,56.7,13.87
3337,66,4,0.06595175560692802,0.009828009828009828,134.66666666666666,33,2,11,18,76.1,7.35
3338,82,4,0.06457065584854631,0.016227180527383367,97.8,26,0,4,26,70.2,9.94
3339,90,10,0.06752634498058792,0.021630615640599003,74.25,26,0,2,27,59.7,11.78
3340,161,14,0.06269480485860145,0.007428040854224698,133.75,46,0,11,58,48.95,14.0
3341,96,12,0.06661393373130677,0.01624815361890694,74.33333333333333,27,0,6,36,47.0,17.23
3342,116,23,0.07083519565988007,0.0037220843672456576,133.5,21,0,4,30,39.85,21.94
3343,61,5,0.08782991202346041,0.010080645161290322,70.0,13,0,7,23,68.35,10.78
3344,70,8,0.06345159856865541,0.005917159763313609,83.66666666666667,19,0,4,25,51.3,14.97
3345,58,9,0.07178504866431974,0.020454545454545454,109.25,16,0,2,17,37.85,19.44
3346,64,8,0.06983748576537074,0.016129032258064516,86.0,11,1,2,19,56.05,12.62
3347,61,6,0.05368136576362798,0.007692307692307693,77.2,17,0,4,15,60.25,14.68
3348,72,7,0.06491611962071481,0.02188183807439825,64.42857142857143,23,0,6,24,68.55,12.58
3349,146,21,0.06510267858077291,0.002044989775051125,121.25,37,1,9,50,56.6,14.96
3350,121,25,0.06929926442121563,0.0024390243902439024,81.1,31,0,4,29,53.95,10.67
3351,66,9,0.07318000884564353,0.01050420168067227,237.5,16,0,2,16,24.15,24.11
3352,125,21,0.06711061674192702,0.008859357696566999,99.44444444444444,29,0,4,39,49.1,15.16
3353,84,23,0.06272744464072394,0.012139605462822459,109.0,19,0,2,28,34.7,21.1
3354,57,5,0.06045340050377834,0.01507537688442211,78.8,31,1,4,14,40.35,16.31
3355,91,15,0.06416616693016408,0.010542168674698794,94.0,22,0,3,34,55.85,14.43
3356,132,16,0.06786357225047326,0.007534983853606028,131.85714285714286,29,0,6,44,52.35,15.99
3357,67,21,0.0660762074678221,0.016917293233082706,176.66666666666666,10,0,2,20,23.15,24.44
3358,63,4,0.060924837120610205,0.01839080459770115,108.0,23,0,4,24,56.25,12.02
3359,62,11,0.05909825095758917,0.015021459227467811,92.4,17,0,3,22,35.8,17.81
3360,107,15,0.06533730991885324,0.0107095046854083,123.66666666666667,22,0,2,32,56.9,15.34
3361,76,9,0.0651642475171887,0.017825311942959002,111.4,36,0,7,23,44.2,17.65
3362,61,8,0.06297042044201544,0.019559902200488997,135.66666666666666,11,0,1,15,60.25,15.99
3363,57,8,0.06956194490441066,0.0027397260273972603,121.0,13,0,2,13,66.25,12.74
3364,114,12,0.06976218280227625,0.005442176870748299,104.14285714285714,25,0,6,34,64.25,13.54
3365,112,24,0.0584964043205455,0.014354066985645933,118.57142857142857,34,0,4,37,47.0,16.76
3366,63,7,0.06607953733328933,0.01405152224824356,106.0,13,0,1,16,58.9,14.57
3367,50,2,0.06318215714188868,0.016778523489932886,73.75,16,0,1,15,73.9,9.8
3368,77,27,0.06020471324159359,0.011444921316165951,349.0,25,0,10,21,-4.76,30.46
3369,136,13,0.07099459009571368,0.007856341189674524,110.5,21,0,3,47,57.7,14.74
3370,120,18,0.06590151390938406,0.0035046728971962616,170.4,30,0,10,43,44.85,18.6
3371,56,4,0.06717568680290441,0.01092896174863388,72.4,17,0,4,21,66.55,11.31
3372,51,5,0.06545109211775878,0.027692307692307693,53.333333333333336,11,0,2,15,70.35,11.92
3373,99,27,0.058659466276465864,0.008120649651972157,214.75,47,1,6,50,31.5,20.45
3374,123,13,0.07371919976704275,0.008706467661691543,88.44444444444444,24,0,2,40,61.0,13.28
3375,83,13,0.06548530227398781,0.0066555740432612314,99.33333333333333,21,0,3,28,49.2,15.64
3376,60,8,0.06585931575895447,0.01179245283018868,140.66666666666666,15,0,2,17,48.85,16.0
3377,52,6,0.06623336428350354,0.025,119.33333333333333,16,0,6,19,55.85,15.2
3378,52,9,0.06301604611310171,0.01272264631043257,64.66666666666667,15,0,2,22,48.45,11.94
3379,77,9,0.06295687134502924,0.011695906432748537,45.63636363636363,26,1,2,20,66.3,12.83
3380,71,5,0.06770799294163779,0.023310023310023312,106.5,15,0,2,18,72.2,10.19
3381,59,6,0.0730277395239032,0.01278772378516624,97.0,18,0,4,16,54.05,13.38
3382,52,9,0.05667060212514758,0.013736263736263736,90.25,18,0,6,19,44.15,12.89
3383,140,15,0.07082945495914782,0.006818181818181818,96.88888888888889,26,0,6,37,64.95,11.95
3384,51,2,0.06326409746605186,0.03896103896103896,60.8,19,0,5,16,82.05,6.43
3385,51,6,0.06154493654493655,0.017045454545454544,87.25,13,0,4,19,46.3,14.68
3386,60,9,0.06233761159624139,0.013245033112582781,112.5,17,0,3,15,48.0,16.67
3387,81,17,0.059356526551455235,0.012678288431061807,89.28571428571429,26,0,2,31,39.9,14.56
3388,51,9,0.0581453634085213,0.0125,99.25,28,0,7,19,56.05,14.53
3389,68,10,0.0647667778191409,0.011928429423459244,99.8,16,0,3,22,43.55,14.26
3390,50,3,0.054614855819675096,0.03903903903903904,82.5,31,0,3,20,73.9,10.6
3391,55,4,0.06834627534585518,0.008356545961002786,89.0,12,0,1,13,62.25,16.05
3392,78,7,0.06952434355811232,0.011152416356877323,133.75,22,0,5,24,49.85,16.55
3393,101,5,0.06794090869678315,0.013157894736842105,100.5,24,0,4,25,69.7,13.08
3394,51,8,0.06230503909524399,0.013089005235602094,94.75,12,0,2,17,46.95,14.28
3395,78,6,0.07154104196618061,0.018484288354898338,107.4,20,0,4,23,55.85,13.92
3396,189,32,0.06416881998277349,0.005083514887436456,113.83333333333333,47,0,5,56,47.3,15.64
3397,50,5,0.07167531854648418,0.015337423312883436,108.0,15,0,3,18,68.05,8.2
3398,58,7,0.06835887200618078,0.0084985835694051,69.8,11,0,2,18,71.9,10.63
3399,56,9,0.06788242536164975,0.008310249307479225,50.714285714285715,20,0,2,15,78.4,8.2
3400,209,25,0.06724125410075035,0.002175489485134155,114.0,44,0,4,60,57.3,15.19
3401,98,15,0.059964827990482875,0.016597510373443983,89.5,38,0,9,38,57.95,12.93
3402,116,13,0.06560436236205562,0.0070028011204481795,88.375,30,0,3,33,73.5,11.37
3403,118,13,0.06718278529330726,0.0025906735751295338,127.83333333333333,28,0,8,37,55.5,15.33
3404,122,12,0.06674324406021401,0.007194244604316547,103.375,32,0,6,26,53.85,14.33
3405,76,9,0.071866746187271,0.01443298969072165,80.0,18,0,3,20,65.75,12.41
3406,94,0,0.08061599602583212,0.01090909090909091,54.1,29,0,4,27,76.2,7.99
3407,94,16,0.05760552910212364,0.007082152974504249,87.375,34,0,10,28,53.15,13.94
3408,53,12,0.06351431201989803,0.015706806282722512,126.66666666666667,13,0,1,15,39.45,18.4
3409,61,6,0.0649959250203749,0.022004889975550123,81.0,15,1,2,16,62.5,11.44
3410,60,8,0.06744554938685864,0.0,73.16666666666667,14,1,1,17,45.15,13.47
3411,100,5,0.0725523929571147,0.013468013468013467,118.0,20,0,3,21,72.25,11.6
3412,52,6,0.06351555661653537,0.022535211267605635,88.0,11,1,3,18,51.55,15.38
3413,104,9,0.06907607491495825,0.013254786450662739,169.0,22,0,9,31,49.2,16.87
3414,76,10,0.0591329871302777,0.011627906976744186,128.25,16,0,6,25,55.7,17.07
3415,69,8,0.061582668957940116,0.015151515151515152,91.6,14,0,3,24,66.75,11.32
3416,147,13,0.06788304184278901,0.0031120331950207467,86.72727272727273,36,0,9,44,67.15,11.07
3417,72,8,0.06035994846003575,0.014256619144602852,60.5,20,0,4,30,64.4,9.68
3418,121,12,0.06787010740588893,0.009779951100244499,116.0,29,0,4,41,51.55,13.53
3419,54,3,0.06187296877207856,0.026706231454005934,47.285714285714285,20,0,3,21,77.4,10.27
3420,110,9,0.07221438645980256,0.014084507042253521,78.0,24,0,3,42,60.9,12.43
3421,214,22,0.06403201292987633,0.006442376521116679,115.5,52,0,9,57,61.05,15.46
3422,98,10,0.07187256257745919,0.00927357032457496,107.0,25,0,7,28,58.4,13.46
3423,178,20,0.061181852262148964,0.0016750418760469012,98.5,46,2,5,53,54.05,13.34
3424,186,27,0.06601865199143057,0.004071661237785016,93.53846153846153,38,1,6,48,59.2,13.3
3425,130,9,0.07039478257190435,0.012285012285012284,89.55555555555556,33,0,3,33,64.55,10.78
3426,97,19,0.06586064503792935,0.005420054200542005,183.75,19,0,1,31,32.85,20.44
3427,72,12,0.06290490937793845,0.004149377593360996,119.75,18,0,3,19,50.85,18.31
3428,53,5,0.07170597174537063,0.012232415902140673,45.857142857142854,15,0,1,15,72.95,7.57
3429,66,2,0.06828772346013723,0.022113022113022112,80.6,15,0,1,18,67.35,9.52
3430,147,26,0.06502207050342133,0.0068359375,101.5,23,0,1,47,48.3,15.68
3431,97,12,0.06948198986857153,0.015267175572519083,92.71428571428571,21,0,3,26,52.65,15.14
3432,110,13,0.06500464881730936,0.014025245441795231,63.90909090909091,32,0,10,33,69.55,11.67
3433,70,13,0.06459252453407047,0.013916500994035786,99.8,17,0,3,21,45.7,15.62
3434,117,21,0.06563169077720883,0.002328288707799767,94.55555555555556,25,0,3,36,44.15,14.77
3435,70,12,0.06435399545869595,0.01606425702811245,248.5,16,0,5,19,33.85,22.57
3436,129,22,0.06915214303038705,0.00322234156820623,154.33333333333334,22,0,2,34,35.65,22.55
3437,102,10,0.0672263058247021,0.0076103500761035,108.66666666666667,23,0,8,28,63.55,11.11
3438,116,16,0.06210130105447989,0.008728179551122194,99.375,34,0,5,34,54.45,14.46
3439,150,23,0.06125119532940761,0.0037243947858473,55.578947368421055,48,0,8,57,60.05,11.31
3440,95,10,0.0595971576993619,0.02152317880794702,120.0,25,0,3,26,67.8,11.74
